Comuna;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Maipú;Casa;4;3;3;450;165;4687;135000000;Maipú, Maipú;Patricia Navarro;Enfoque Propiedades
Maipú;Casa;3;1;2;;;2361;68000000;Maipú, Bagdad;Denisse Alvarez Berrios;Vende Dueño/a
Maipú;Casa;3;1;;206;78;4514;130000000;Maipú, Atahualpa;Luis Martínez Cartes;Vende Dueño/a
Maipú;Casa;4;3;No;579;200;15624;450000000;Maipú, Primera Transversal/Av. 5 de Abril;Aleida Lama Propiedades;Aleida Lama Propiedades
Maipú;Casa;3;1;2;253;68;3646;105000000;Maipú, Los Corales;Alejandra Cevasco;Promoción Inmobiliaria
Maipú;Casa;4;3;No;350;120;6250;180000000;Maipú, Av. Alcalde José Luis Infante Larraín;Vivaqui Propiedades;Vivaqui Propiedades
Maipú;Casa;8;5;No;307;144;9027;260000000;Maipú, San martin/las heras;RED Gestión Propiedades;Red Gestión Propiedades
Maipú;Casa;5;3;No;400;275;6597;190000000;Maipú, Nueva san martin // maipu centro/jardin infantil funcionando;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Maipú;Casa;4;3;No;0;115;4166;120000000;Maipú, Ciudad Satelite -Maipu;Vivaqui Propiedades;Vivaqui Propiedades
Maipú;Casa;4;2;No;250;129;5557;160041600;Maipú, Av. Americo Vespucio/Monte Tabor;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Ñuñoa;Casa;7;2;No;350;170;11284;325000000;Ñuñoa, Colegio Calasanz;Vivaqui Propiedades;Vivaqui Propiedades
Ñuñoa;Casa;4;2;No;260;140;12300;354240000;Ñuñoa, Pucara / Echeñique;Schumacher Propiedades;Schumacher Propiedades
Ñuñoa;Casa;4;3;No;403;243;16590;477792000;Ñuñoa, Hernan Cortes/Marchant Pereira;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;3;1;No;300;140;10416;300000000;Ñuñoa, Francisco de Villagra;Cata Brochet Propiedades;Cata Brochet Propiedades
Ñuñoa;Casa;4;3;No;220;140;12395;357000000;Ñuñoa, Miguel Claro/Av. Sucre;Aleida Lama Propiedades;Aleida Lama Propiedades
Ñuñoa;Casa;4;3;No;104;112;8500;244800000;Ñuñoa, Coventry/Lic de Las Penas;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Ñuñoa;Casa;3;2;No;0;90;5034;145000000;Ñuñoa, Eduardo castillo velazco/alcalde monckeberg;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Ñuñoa;Casa;4;4;No;248;198;10763;310000000;Ñuñoa, Luis Uribe/Alonso de Ercilla;Claudia Lespinasse;Norbert Lui Propiedades
Ñuñoa;Casa;4;3;No;296;124;10242;295000000;Ñuñoa, Montenegro/Bilbao;Luz Godoy Propiedades;Luz Godoy Propiedades
Ñuñoa;Casa;11;5;No;480;268;18000;518400000;Ñuñoa, Av grecia/estadio nacional;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Ñuñoa;Casa;8;4;No;535;202;13888;400000000;Ñuñoa, Bremen/Hamburgo;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;4;3;No;110;99;6423;185000000;Ñuñoa, Simón Bolívar/Campoamor/Holanda/Chile España;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Ñuñoa;Casa;4;2;1;135;105;7256;209000000;Ñuñoa, Av. Grecia 1500;erna CV;Vende Dueño/a
Ñuñoa;Casa;6;7;3;352;220;9085;261648000;Ñuñoa, 6D+7B+3Est+Bog 220m2 Const 352m2 Tot. Metro Simón Bolívar/Vespucio/Cine Hoyts;Patricio Quijada;Vende Dueño/a
Ñuñoa;Casa;3;3;No;448;130;18500;532800000;Ñuñoa, Ortuzar/Estrella Solitaria;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Ñuñoa;Casa;4;3;3;220;130;10347;298000000;Ñuñoa, Diego de Almagro;nelson eduardo paredes sotomayor;Nelson Paredes Sotomayor
Ñuñoa;Casa;5;3;No;821;250;21526;620000000;Ñuñoa, José Domingo Cañas/Monseñor Eyzaguirre;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;3;2;No;488;177;14900;429120000;Ñuñoa, Brown norte;Vivaqui Propiedades;Vivaqui Propiedades
Ñuñoa;Casa;4;3;3;300;128;13660;393408000;Ñuñoa, Casa 4D+3B 128m2 Útil 300m2 Terreno Eliecer Parada/Diego de Almagro/Ñuñoa;Patricio Quijada;Vende Dueño/a
Ñuñoa;Casa;5;3;No;0;163;9300;267840000;Ñuñoa, Augusto villanueva/irarrazabal pf;Cristian Vial Propiedades;Cristian Vial Propiedades
Ñuñoa;Casa;6;4;No;524;265;16500;475200000;Ñuñoa, Diego de Almagro;Schumacher Propiedades;Schumacher Propiedades
Ñuñoa;Casa;4;2;No;400;161;11805;340000000;Ñuñoa, Luis Pereira/Simon Bolivar;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;4;3;No;287;172;11000;316800000;Ñuñoa, Colegio Calasanz/San Fernando;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;3;1;No;700;304;16750;482437536;Ñuñoa, Castillo Urizar / Rodrigo De Araya;MONTALVA QUINDOS SERVICIOS INMOBILIARIOS;Montalva Quindos
Ñuñoa;Casa;3;2;No;510;241;17360;500000000;Ñuñoa, Simon Bolivar/Jorge Washington;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;6;4;No;480;280;15000;432000000;Ñuñoa, Pdte. Batlle Ordoñez/Pedro Torres;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Ñuñoa;Casa;4;2;No;396;124;14166;408000000;Ñuñoa, Pedro lautaro ferrer/villaseca;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Ñuñoa;Casa;4;2;No;263;180;12152;350000000;Ñuñoa, Av irarrazaval- los leones/plaza ñuñoa;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Ñuñoa;Casa;3;2;No;250;112;6769;194947200;Ñuñoa, Premio nobel/jose pedro alessandri;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Ñuñoa;Casa;3;2;No;270;140;18600;535680000;Ñuñoa, Marchant pereira/av. Simon bolivar;Eduardo Guiloff;Guiloff & Gia. Propiedades
Ñuñoa;Casa;3;3;No;622;107;14930;430000000;Ñuñoa, Echeñique/Pucará;Vivaqui Propiedades;Vivaqui Propiedades
Ñuñoa;Casa;5;4;No;263;170;10200;293760000;Ñuñoa, Curanipe con Ortúzar;Walter Kraemer;Home Solutions
Ñuñoa;Casa;4;2;2;220;115;9780;281664000;Ñuñoa, Hernando de Aguirre/ Montenegro;Easy-Prop Chile;Denise / Vanessa (denise@easy-prop.com / vanessa@easy-prop.com)
Ñuñoa;Casa;4;2;No;427;180;13888;400000000;Ñuñoa, Simón Bolívar / Eliodoro Flores/Sucre;Propiedades Jose Fco. Montalva y Cía. Ltda.;Propiedades Jose Fco. Montalva y Cía. Ltda.
Ñuñoa;Casa;4;1;No;204;44;6900;198720000;Ñuñoa, Metro Estadio Nacional/Av. Grecia/Pedro de Valdivia/Dr. Luis Bisquert;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Ñuñoa;Casa;4;3;No;500;180;19200;552960000;Ñuñoa, Metro Monseñor Eyzaguirre / Eduardo Castillo Velasco/Capitán Fuentes;Evaristo Lillo;Evaristo Lillo
Ñuñoa;Casa;4;2;No;219;136;10416;300000000;Ñuñoa, Metro Principe de Gales/Los Agustinos/Hamburgo;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Ñuñoa;Casa;4;2;1;262;132;10880;313344000;Ñuñoa, Sauzal;Mitzy Danton Bermúdez;Casa Ideal
Ñuñoa;Casa;6;5;5;;;19096;550000000;Ñuñoa, Carmen Covarrubias 117;Mario Contardo;Vende Dueño/a
Ñuñoa;Casa;3;2;No;96;96;6700;192960000;Ñuñoa, Avenida irarrazaval / alcalde jorge monckeberg;Santa Lucia Propiedades;Santa Lucia Propiedades
Ñuñoa;Casa;3;3;No;100;123;8680;250000000;Ñuñoa, Hamburgo/Simon Bolivar;Eduardo Guiloff;Guiloff & Gia. Propiedades
Ñuñoa;Casa;6;7;No;243;197;13541;390000000;Ñuñoa, General Gorostiaga/Ortuzar;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;8;6;No;420;230;13888;400000000;Ñuñoa, Diagonal Oriente/Granada;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Ñuñoa;Casa;3;2;No;98;98;5659;163000000;Ñuñoa, los aliagas/diagonal oriente tf;Cristian Vial Propiedades;Cristian Vial Propiedades
Ñuñoa;Casa;4;2;No;263;237;11110;320000000;Ñuñoa, Iirarrazabal/plaza nuñoa;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Ñuñoa;Casa;6;3;No;381;273;10381;299000000;Ñuñoa, Dublé Almeyda/Brown Sur;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Ñuñoa;Casa;7;5;No;576;300;9590;276192000;Ñuñoa, Metro Ñuñoa/Pedro de Valdivia;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Ñuñoa;Casa;5;4;No;500;230;17500;504000000;Ñuñoa, Montenegro /La Verbena;Schumacher Propiedades;Schumacher Propiedades
Ñuñoa;Casa;4;3;4;300;190;10242;295000000;Ñuñoa, Montenegro;Vanessa Bitar;Vende Dueño/a
Padre Hurtado;Casa;4;2;3;190;139;3055;88000000;Padre Hurtado, Padre Hurtado;Cristian Tapia;Vende Dueño/a
Padre Hurtado;Casa;4;3;No;352;156;6750;194400000;Padre Hurtado, Casa en Condominio sector Laguna del Sol;Armacima LImitada;Armacima Propiedades
Padre Hurtado;Casa;4;3;No;170;88;2951;85000000;Padre Hurtado, Casa 2 Pisos en Condominio Tierra Viva;Corretajes Prosal Ltda.;Corretajes Prosal
Padre Hurtado;Casa;4;4;2;5000;220;9374;270000000;;Gescor Propiedades;Gescor Propiedades
Padre Hurtado;Casa;4;2;2;120;82;2774;79900000;Padre Hurtado, Rodolfo Jaramillo 2618;Marjorie;Vende Dueño/a
Padre Hurtado;Casa;3;2;1;131;68;2778;80000000;Padre Hurtado, Pasaje Los Trigales;Gustavo Adolfo Hugo Palma Fuentes;Vende Dueño/a
Padre Hurtado;Casa;3;2;1;87;67;1979;57000000;Padre Hurtado, Padre Hurtado;Cristian Tapia;Vende Dueño/a
Padre Hurtado;Casa;2;1;1;240;47;2326;67000000;Padre Hurtado, Calle Santa Isabel & El Manzano;Claudia Bornand;Vende Dueño/a
Padre Hurtado;Casa;3;2;1;;;1631;46990000;Padre Hurtado, San Marcos 1861;Montt Propiedades ltda;Montt Propiedades ltda
Padre Hurtado;Casa;3;3;No;133;75;2778;80000000;Padre Hurtado, Av. Los zorzales/av. Luis pasteur;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Padre Hurtado;Casa;3;3;2;181;75;4131;118990000;Padre Hurtado, San Felipe Neri 1377;Montt Propiedades ltda;Montt Propiedades ltda
Padre Hurtado;Casa;3;2;1;80;60;2014;58000000;Padre Hurtado, Valle del Limari 1039;MLC Propiedades;MLC Propiedades
Padre Hurtado;Casa;3;2;1;110;85;3000;86400000;Padre Hurtado, Rodolfo Jaramillo 2618;Veronica Zapata;Vende Dueño/a
Padre Hurtado;Casa;4;2;1;440;96;2916;84000000;Padre Hurtado, Segunda Avenida 924;De La Barrera Propiedades;De La Barrera Propiedades
Padre Hurtado;Casa;3;3;1;280;95;4900;141120000;Padre Hurtado, Padre Hurtado;Cristian Tapia;Vende Dueño/a
Pedro Aguirre Cerda;Casa;3;3;4;285;280;9340;269000000;Pedro Aguirre Cerda, Club Hípico;Jorge Mauro Díaz;Mauro Propiedades
Pedro Aguirre Cerda;Casa;3;2;3;136;266;6243;179800000;Pedro Aguirre Cerda, Calle Andrea Doria;Marco Antonio Gutierrez Caceres;Muvin
Pedro Aguirre Cerda;Casa;5;3;No;300;250;4166;120000000;Pedro Aguirre Cerda, Avenida Departamental/Pasaje Cleopatra;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Pedro Aguirre Cerda;Casa;4;1;No;121;92;3819;110000000;Pedro Aguirre Cerda, Pedro Aguirre Cerda, Región Metropolitana;Daniela Parrau Vargas;Vende Dueño/a
Pedro Aguirre Cerda;Casa;5;1;No;200;126;2361;68000000;Pedro Aguirre Cerda, Casa 2 Pisos cercana a Estación metro P.A.C.;Corretajes Prosal Ltda.;Corretajes Prosal
Pedro Aguirre Cerda;Casa;2;1;;88;56;1598;46022400;Pedro Aguirre Cerda, C;Claudio Domínguez Propiedades;Cdprop
Pedro Aguirre Cerda;Casa;3;2;1;400;150;6944;200000000;Pedro Aguirre Cerda, T;Alberto Gutiérrez;Vende Dueño/a
Pedro Aguirre Cerda;Casa;7;2;3;200;180;2257;65000000;Pedro Aguirre Cerda, Avenida Cerrillos;Karelys Rojas Clemente;Vende Dueño/a
Pedro Aguirre Cerda;Casa;3;1;1;180;69;2257;65000000;Pedro Aguirre Cerda, Allipén 6133;MARIO MUÑOZ;Vende Dueño/a
Pedro Aguirre Cerda;Casa;3;1;1;128;113;2080;59900000;Pedro Aguirre Cerda, Los Geranios 6224;san francisco;Vende Dueño/a
Pedro Aguirre Cerda;Casa;3;2;No;156;156;2778;80000000;Pedro Aguirre Cerda, Av. Departamental/Av. General Velasquez;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Pedro Aguirre Cerda;Casa;7;3;No;155;143;3298;95000000;Pedro Aguirre Cerda, Autopista Central / Carlos Valdovinos;Schumacher Propiedades;Schumacher Propiedades
Peñaflor;Casa;10;4;8;1000;300;5208;150000000;Peñaflor, Gabriela Mistral;Francisco Lopez;Vivienda Integral
Peñaflor;Casa;4;2;3;450;240;7800;224640000;Peñaflor, Ramón Castillo;Gabriela Mellado V.;Zenpro Propiedades
Peñaflor;Casa;3;2;1;150;90;2951;85000000;Peñaflor, Avenida Larraín 2169;maritza lara;Vende Dueño/a
Peñaflor;Casa;3;1;1;73;71;1667;48000000;Peñaflor, Pasaje Luis Borreman Cock N° 1914, Villa Los Artesanos;CAROLINA RODRIGUEZ;Ana Rodriguez
Peñaflor;Casa;3;2;2;170;60;2430;70000000;Peñaflor, Peñaflor;Cristian Tapia;Vende Dueño/a
Peñaflor;Casa;3;1;4;484;115;4791;138000000;Peñaflor, Los Húsares;ana carolina rodriguez cuevas;Vende Dueño/a
Peñaflor;Casa;8;4;4;1125;88;5482;157900000;Peñaflor, Gabriela Mistral;Francisco Recio Lara;Recio Gestion Inmobiliaria Spa
Peñaflor;Casa;4;1;1;73;71;1597;46000000;Peñaflor, Luis Borreman Cock;ana carolina rodriguez cuevas;Vende Dueño/a
Peñaflor;Casa;3;2;1;102;65;2048;59000000;Peñaflor, Salvador Silva;Paola Estefanny Vergara Guerrero;Vende Dueño/a
Peñaflor;Casa;4;4;2;5000;200;9000;259200000;Peñaflor, Condominio Santa Carolina;Gabriela Mellado V.;Zenpro Propiedades
Peñaflor;Casa;4;2;No;413;127;2639;76000000;Peñaflor, Casa 2 Pisos en Villa Los Abedules;Corretajes Prosal Ltda.;Corretajes Prosal
Peñaflor;Casa;3;1;1;;;2118;61000000;Peñaflor, Hernán Cortés 531;Jacqueline Paillalef Vega;Vision Global Spa
Peñaflor;Casa;4;3;2;113;84;3055;88000000;Peñaflor, Vicuña Mackenna;Good Propiedades Ltda.;Good Propiedades Ltda.
Peñaflor;Casa;3;3;1;130;114;3900;112320000;Peñaflor, Vicuña Mackenna 524;Bustos Asociados Propiedades;Bustos Asociados Propiedades
Peñaflor;Casa;4;4;No;5000;350;11800;339840000;Peñaflor, autopista del sol/av manuel castillo;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñaflor;Casa;2;1;1;44;70;1736;50000000;Peñaflor, Pasaje Cecilia 275;Gustavo Adolfo Hugo Palma Fuentes;Vende Dueño/a
Peñaflor;Casa;3;3;2;112;73;3298;95000000;Peñaflor, Vicuña Mackenna 524;VERCETTI PROPIEDADES;Vercetti Propiedades
Peñalolén;Casa;3;3;No;380;150;9200;264960000;Peñalolén, consistorial;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;Casa;4;4;No;340;167;9281;267292800;Peñalolén, Vecino ilustre 6170,peñalolen;Santa Lucia Propiedades;Santa Lucia Propiedades
Peñalolén;Casa;3;1;1;;;3472;100000000;Peñalolén, Pje Cabo 1o Hector Fuentealba 4318;Gloria Esparza;Vende Dueño/a
Peñalolén;Casa;4;3;No;688;250;11458;330000000;Peñalolén, Casa Aislada en Conjunto Quebrada de Macul;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;Casa;4;2;No;472;0;15018;432518400;Peñalolén, Avda. Américo Vespucio Sur/Avda. José Arrieta;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;Casa;5;3;No;449;140;9100;262080000;Peñalolén, Quebrada de Macul con consistorial;Schumacher Propiedades;Schumacher Propiedades
Peñalolén;Casa;5;4;No;560;202;14000;403200000;Peñalolén, Alvaro casanova / las araucarias;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;Casa;4;3;6;339;148;15322;441273600;Peñalolén, Mariano Sánchez Fontecilla;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Peñalolén;Casa;4;4;No;541;140;10900;313920000;Peñalolén, Quilin/Alvaro Casanova;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Peñalolén;Casa;4;3;No;737;273;15000;432000000;Peñalolén, Sanchez Fontecilla/Quebrada de Macul;Luz Godoy Propiedades;Luz Godoy Propiedades
Peñalolén;Casa;3;1;1;;;2812;81000000;Peñalolén, Purén 2315;rodrigo acuña;Vende Dueño/a
Peñalolén;Casa;3;2;No;525;155;11600;334080000;Peñalolén, Alvaro Casanova/Talinay;Pro Partners Propiedades;Pro Partners Propiedades
Peñalolén;Casa;4;3;No;499;167;9722;280000000;Peñalolén, Linda Casa 2 Pisos en Ecobarrio Casagrande;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;Casa;5;4;No;510;198;11400;328320000;Peñalolén, Las Pircas/Alvaro Casanova;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;2;1;No;0;43;1875;54000000;Peñalolén, Aveinda oriental/coralillo;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Peñalolén;Casa;5;4;5;2000;400;32000;921600000;Peñalolén, Juan de dios vial correa 4500;Julio Hevia;Vende Dueño/a
Peñalolén;Casa;4;4;No;448;169;12750;367200000;Peñalolén, Amigos del Tenis/Ensenada;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;4;4;No;525;154;10000;288000000;Peñalolén, Alvaro Casanova/Quilín Sur;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Peñalolén;Casa;5;4;No;527;193;11500;331200000;Peñalolén, Quilin Sur/Camino la Meseta;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;4;3;3;418;163;9235;266000000;Peñalolén, Ensenada;Gianinna Mannarelli;Tym Propiedades
Peñalolén;Casa;4;1;No;66;74;2292;66000000;Peñalolén, Casa con 2º Piso cercana a Estación metro Los Presidentes;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;Casa;5;4;No;423;158;9215;265392000;Peñalolén, Acueducto/Las Perdices;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;5;4;3;400;180;11500;331200000;Peñalolén, Avenida las Perdices;Sandra Franjola;Propiedades Sfc
Peñalolén;Casa;4;4;2;343;143;9200;264960000;Peñalolén, Parque Conguillio Oriente;Geraldine Ramirez;Vende Dueño/a
Peñalolén;Casa;;;No;1750;0;31248;900000000;Peñalolén, Av Americo Vespucio / Av Grecia;María Fernanda;Invierte Propiedades
Peñalolén;Casa;4;4;No;486;140;9800;282240000;Peñalolén, Antupiren/Acueducto;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;5;4;1;422;163;9058;260882875;Peñalolén, Tolhuaca Sur 9083;Corredor Pro SpA.;Corredorpro Spa
Peñalolén;Casa;4;3;No;420;140;9500;273600000;Peñalolén, Quilin / Condominio El Mirador II;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;Casa;11;7;No;500;240;6365;183312304;Peñalolén, Laguna Saldada/Las parcelas;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;Casa;5;3;No;328;226;9305;268000000;Peñalolén, Parque ote;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;Casa;3;1;No;50;85;2882;83000000;Peñalolén, Antupiren/pasaje puren;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Peñalolén;Casa;5;3;No;336;140;9027;260000000;Peñalolén, av. consistorial/Francisco Otta;Luz Godoy Propiedades;Luz Godoy Propiedades
Peñalolén;Casa;5;2;No;150;109;2899;83500000;Peñalolén, Av.Las torres/san luis de macul;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;Casa;2;1;3;500;100;9374;270000000;Peñalolén, Av. Egaña 1657;De La Barrera Propiedades;De La Barrera Propiedades
Peñalolén;Casa;4;3;No;504;223;11458;330000000;Peñalolén, Consistorial - Quebrada de Macúl/Condominio casas de la Fuente - Peñalolén;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Peñalolén;Casa;5;4;No;525;162;12500;360000000;Peñalolén, Quilin/Alvaro Casanova;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;Casa;4;3;2;320;140;9500;273600000;Peñalolén, Av. las Perdices 4240;Estefania Broughton;Vende Dueño/a
Peñalolén;Casa;4;3;No;320;143;7000;201600000;Peñalolén, Francisco Otta;Cata Brochet Propiedades;Cata Brochet Propiedades
Peñalolén;Casa;1;1;;514;514;5208;150000000;Peñalolén, Quebrada San Pedro;Comprocasa Corredores de Propiedades;Comprocasa Corredores de Propiedades
Peñalolén;Casa;5;5;No;665;220;16513;475561152;Peñalolén, Alvaro Casanova/Condominio Club Campo Norte;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Peñalolén;Casa;6;6;No;622;180;11500;331200000;Peñalolén, Los Presidentes/Quilin Norte;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;6;3;No;450;136;6458;186000000;Peñalolén, José Arrienta/Consistorial/Valle Hermoso;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;Casa;3;1;No;150;80;2986;86000000;Peñalolén, Av. Grecia/los molineros;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Peñalolén;Casa;4;4;No;374;161;9722;280000000;Peñalolén, Consistorial/Av Quilin;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;Casa;4;4;2;450;170;13800;397440000;Peñalolén, Avenida Hacienda Macul;Verónica Paz;Vende Dueño/a
Peñalolén;Casa;2;2;No;3488;180;23900;688320000;Peñalolén, Alvaro Casanova/Nido de Aguilas;Gabriela Vial Propiedades;Gabriela Vial Propiedades
Peñalolén;Casa;5;1;No;118;60;2778;80000000;Peñalolén, San Luis de Macul/El Robledal;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;Casa;5;3;4;500;162;5902;170000000;Peñalolén, Quebrada San Pedro;Jorge Mauro Díaz;Mauro Propiedades
Providencia;Casa;5;2;;250;220;9800;282240000;Providencia, Santa Isabel con Bustamante;Felipe;Gicp
Providencia;Casa;3;4;No;160;120;10300;296640000;Providencia, Amapolas / Diego de Almagro/Colegios San Gabriel /San Ignacio / Metro;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia;Casa;5;3;No;426;220;17360;500000000;Providencia, Eliecer Parada;Schumacher Propiedades;Schumacher Propiedades
Providencia;Casa;4;4;No;600;200;20137;580000000;Providencia, Diagonal Oriente, Eliecer Parada;Schumacher Propiedades;Schumacher Propiedades
Providencia;Casa;4;2;No;325;129;10763;310000000;Providencia, Diego de almagro/el aguilucho;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;4;4;No;700;274;29990;863712000;Providencia, Lo Contador / Pedro de Valdivia Norte/Los Conquistadores / Av Santa Maria;Evaristo Lillo;Evaristo Lillo
Providencia;Casa;3;2;2;420;220;14680;422784000;Providencia, Pedro Leon Gallo 600;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Providencia;Casa;4;3;No;492;259;20000;576000000;Providencia, Av el Cerro/El Gobernador;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;2;1;No;100;85;7430;214000000;Providencia, Santa Isabel/Caupolican;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia;Casa;3;2;No;272;116;14000;403200000;Providencia, Los Españoles/El Cerro;Claudia Lespinasse;Norbert Lui Propiedades
Providencia;Casa;11;9;No;390;405;30690;883872000;Providencia, El salvador/María Luisa Santander;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;Casa;4;4;No;447;307;22568;650000000;Providencia, Casa en Valenzuela Castillo;María Fernanda;Invierte Propiedades
Providencia;Casa;4;2;2;204;100;7986;230000000;Providencia, Plaza dinamarca;Pablo Valbuena;Vende Dueño/a
Providencia;Casa;2;2;No;298;125;14000;403200000;Providencia, Av pocuro/metro francisco bilbao;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Providencia;Casa;5;4;No;300;165;13200;380160000;Providencia, Hernando de Aguirre con Eliecer Parada;Walter Kraemer;Home Solutions
Providencia;Casa;4;3;3;120;125;11500;331200000;Providencia, Av. Los Leones 2417;Orielle Solari Opazo;Vende Dueño/a
Providencia;Casa;5;4;No;320;240;22600;650880000;Providencia, Eliodoro Yáñez/Tobalaba;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;Casa;2;1;No;300;95;10069;290000000;Providencia, Marin/Francisco Bilbao/Santa Isabel;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Providencia;Casa;3;2;No;272;116;13500;388800000;Providencia, Los Españoles/El Cerro;Claudia Lespinasse;Norbert Lui Propiedades
Providencia;Casa;5;2;No;171;102;7400;213120000;Providencia, Bellavista  //para remodelar;Francisco Vial Propiedades;Francisco Vial Propiedades
